,Label,Time
6536,bird,0.0156
6537,horse,0.0154
6538,cat,0.0153
6539,horse,0.0176
6540,frog,0.0178
6541,plane,0.0161
6542,deer,0.0173
6543,bird,0.0163
6544,frog,0.015
6545,frog,0.015
6546,dog,0.0177
6547,bird,0.0155
6548,car,0.0163
6549,dog,0.0173
6550,plane,0.0174
6551,frog,0.0155
6552,cat,0.0167
6553,bird,0.0156
6554,deer,0.0173
6555,plane,0.0165
6556,bird,0.0179
6557,horse,0.0153
6558,ship,0.0156
6559,frog,0.0169
6560,frog,0.0157
6561,frog,0.0167
6562,plane,0.0153
6563,horse,0.0168
6564,car,0.0155
6565,bird,0.0161
6566,car,0.0172
6567,bird,0.0155
6568,frog,0.0163
6569,bird,0.0171
6570,deer,0.0178
6571,bird,0.0178
6572,deer,0.0158
6573,cat,0.0163
6574,truck,0.0158
6575,ship,0.0153
6576,horse,0.0162
6577,horse,0.0162
6578,frog,0.0158
6579,deer,0.0161
6580,bird,0.016
6581,bird,0.0165
6582,frog,0.016
6583,bird,0.0162
6584,frog,0.0163
6585,ship,0.0177
6586,ship,0.0183
6587,truck,0.0163
6588,car,0.0152
6589,bird,0.0174
6590,frog,0.0153
6591,truck,0.0163
6592,dog,0.0153
6593,plane,0.0164
6594,deer,0.0159
6595,frog,0.0166
6596,bird,0.017
6597,car,0.0159
6598,dog,0.0154
6599,dog,0.0168
6600,bird,0.017
6601,cat,0.0156
6602,truck,0.0153
6603,car,0.017
6604,cat,0.0179
6605,deer,0.015
6606,cat,0.0157
6607,bird,0.0154
6608,bird,0.017
6609,bird,0.0156
6610,dog,0.0153
6611,plane,0.0177
6612,ship,0.0161
6613,deer,0.0161
6614,plane,0.0159
6615,bird,0.0145
6616,plane,0.0164
6617,frog,0.0157
6618,cat,0.0172
6619,truck,0.0146
6620,ship,0.0187
6621,plane,0.0174
6622,car,0.0162
6623,cat,0.0162
6624,horse,0.0156
6625,bird,0.0162
6626,dog,0.0163
6627,plane,0.0152
6628,dog,0.0167
6629,truck,0.0166
6630,frog,0.0155
6631,truck,0.016
6632,frog,0.0173
6633,car,0.0151
6634,deer,0.0159
6635,truck,0.0173
6636,plane,0.016
6637,frog,0.0161
6638,dog,0.015
6639,deer,0.0159
6640,truck,0.0155
6641,deer,0.0153
6642,bird,0.0157
6643,cat,0.0152
6644,deer,0.0175
6645,bird,0.0156
6646,dog,0.0163
6647,bird,0.0158
6648,plane,0.0154
6649,frog,0.0157
6650,cat,0.0173
6651,cat,0.0159
6652,frog,0.0163
6653,frog,0.0172
6654,bird,0.0158
6655,bird,0.015
6656,plane,0.0173
6657,deer,0.0156
6658,horse,0.0169
6659,deer,0.016
6660,bird,0.0163
6661,bird,0.0159
6662,cat,0.0174
6663,deer,0.0155
6664,horse,0.0156
6665,deer,0.016
6666,deer,0.0159
6667,horse,0.0173
6668,cat,0.0163
6669,frog,0.0171
6670,dog,0.0158
6671,dog,0.0161
6672,deer,0.0148
6673,deer,0.0157
6674,cat,0.016
6675,car,0.0165
6676,cat,0.0169
6677,frog,0.0164
6678,bird,0.0167
6679,bird,0.0173
6680,truck,0.0157
6681,bird,0.0161
6682,frog,0.017
6683,deer,0.0159
6684,car,0.0157
6685,bird,0.0167
6686,horse,0.0163
6687,deer,0.0172
6688,plane,0.015
6689,bird,0.0157
6690,deer,0.0172
6691,car,0.0156
6692,cat,0.0146
6693,frog,0.0152
6694,bird,0.0157
6695,deer,0.0152
6696,car,0.0156
6697,dog,0.016
6698,frog,0.0159
6699,horse,0.0153
6700,dog,0.0166
6701,bird,0.017
6702,dog,0.0168
6703,deer,0.0175
6704,deer,0.0159
6705,cat,0.0173
6706,deer,0.0152
6707,ship,0.0148
6708,car,0.0175
6709,plane,0.0151
6710,deer,0.0163
6711,bird,0.0175
6712,truck,0.0163
6713,ship,0.0169
6714,plane,0.0179
6715,horse,0.016
6716,bird,0.015
6717,truck,0.018
6718,deer,0.0182
6719,bird,0.0162
6720,deer,0.017
6721,bird,0.017
6722,bird,0.0162
6723,dog,0.0176
6724,ship,0.0155
6725,ship,0.0151
6726,truck,0.0149
6727,horse,0.0179
6728,truck,0.0152
6729,horse,0.0157
6730,cat,0.0156
6731,bird,0.017
6732,frog,0.0155
6733,horse,0.0163
6734,dog,0.0188
6735,cat,0.0158
6736,truck,0.0174
6737,plane,0.0153
6738,horse,0.0177
6739,dog,0.017
6740,bird,0.016
6741,frog,0.0168
6742,dog,0.0164
6743,car,0.0153
6744,frog,0.0163
6745,ship,0.0163
6746,frog,0.0165
6747,dog,0.0158
6748,bird,0.0158
6749,deer,0.0159
6750,cat,0.0167
6751,horse,0.0164
6752,bird,0.0152
6753,deer,0.0176
6754,plane,0.0176
6755,cat,0.0151
6756,deer,0.0154
6757,frog,0.0158
6758,dog,0.015
6759,cat,0.0156
6760,frog,0.0156
6761,frog,0.0147
6762,cat,0.0153
6763,plane,0.0174
6764,dog,0.0175
6765,plane,0.0144
6766,horse,0.0161
6767,car,0.0174
6768,bird,0.0166
6769,car,0.0155
6770,plane,0.0163
6771,car,0.0174
6772,plane,0.016
6773,horse,0.0177
6774,cat,0.016
6775,deer,0.0169
6776,ship,0.0149
6777,dog,0.0155
6778,cat,0.0164
6779,plane,0.0153
6780,horse,0.0173
6781,frog,0.0145
6782,horse,0.016
6783,truck,0.0173
6784,frog,0.0167
6785,bird,0.016
6786,ship,0.015
6787,cat,0.0169
6788,deer,0.0148
6789,ship,0.017
6790,deer,0.0149
6791,plane,0.0151
6792,ship,0.0164
6793,horse,0.0159
6794,bird,0.0166
6795,truck,0.0163
6796,dog,0.015
6797,horse,0.0157
6798,ship,0.0159
6799,truck,0.0177
6800,plane,0.0162
6801,frog,0.0155
6802,dog,0.0144
6803,frog,0.0172
6804,cat,0.0157
6805,cat,0.0165
6806,bird,0.0175
6807,bird,0.0164
6808,cat,0.0151
6809,frog,0.0162
6810,bird,0.018
6811,dog,0.0157
6812,deer,0.0168
6813,deer,0.0157
6814,plane,0.0159
6815,bird,0.0155
6816,frog,0.0166
6817,plane,0.016
6818,frog,0.0158
6819,horse,0.0159
6820,car,0.0172
6821,frog,0.0157
6822,deer,0.0163
6823,horse,0.0163
6824,bird,0.0146
6825,frog,0.0165
6826,frog,0.0163
6827,deer,0.0155
6828,cat,0.016
6829,bird,0.0151
6830,plane,0.0156
6831,bird,0.0153
6832,bird,0.0157
6833,car,0.0176
6834,bird,0.0162
6835,cat,0.0169
6836,bird,0.0165
6837,truck,0.0173
6838,dog,0.0174
6839,car,0.0168
6840,deer,0.0166
6841,car,0.0177
6842,truck,0.0145
6843,truck,0.0154
6844,bird,0.0164
6845,frog,0.017
6846,frog,0.0164
6847,dog,0.0145
6848,frog,0.0164
6849,horse,0.0167
6850,dog,0.0175
6851,cat,0.0174
6852,frog,0.0163
6853,deer,0.0155
6854,truck,0.0172
6855,frog,0.0178
6856,frog,0.0146
6857,horse,0.0156
6858,bird,0.0158
6859,cat,0.0174
6860,deer,0.0149
6861,dog,0.0162
6862,cat,0.0165
6863,plane,0.0162
6864,deer,0.0153
6865,truck,0.0156
6866,dog,0.0155
6867,cat,0.0176
6868,bird,0.0154
6869,car,0.0154
6870,bird,0.0151
6871,truck,0.0173
6872,dog,0.0149
6873,frog,0.0158
6874,car,0.0149
6875,deer,0.0157
6876,deer,0.0179
6877,bird,0.0158
6878,horse,0.0155
6879,plane,0.0176
6880,frog,0.0176
6881,frog,0.0154
6882,ship,0.0157
6883,bird,0.0149
6884,horse,0.0169
6885,deer,0.0176
6886,frog,0.0169
6887,bird,0.0149
6888,deer,0.0146
6889,deer,0.0161
6890,ship,0.0145
6891,deer,0.0157
6892,horse,0.0173
6893,dog,0.0176
6894,truck,0.0153
6895,deer,0.0163
6896,frog,0.0158
6897,deer,0.0163
6898,frog,0.016
6899,bird,0.018
6900,deer,0.0159
6901,truck,0.0175
6902,horse,0.0154
6903,ship,0.0176
6904,plane,0.0147
6905,deer,0.0155
6906,bird,0.0156
6907,plane,0.0154
6908,bird,0.0182
6909,deer,0.016
6910,truck,0.015
6911,truck,0.016
6912,frog,0.016
6913,frog,0.017
6914,bird,0.0179
6915,ship,0.0159
6916,ship,0.0175
6917,deer,0.0162
6918,bird,0.0174
6919,bird,0.0163
6920,deer,0.0168
6921,bird,0.0146
6922,dog,0.016
6923,car,0.0172
6924,cat,0.0156
6925,bird,0.0172
6926,deer,0.0173
6927,plane,0.0161
6928,frog,0.0157
6929,car,0.0169
6930,truck,0.0154
6931,truck,0.0163
6932,bird,0.0158
6933,deer,0.0145
6934,deer,0.0161
6935,bird,0.0169
6936,bird,0.0152
6937,bird,0.0154
6938,frog,0.0158
6939,bird,0.0148
6940,cat,0.0171
6941,deer,0.0151
6942,ship,0.0152
6943,cat,0.0165
6944,horse,0.0157
6945,cat,0.0171
6946,truck,0.0155
6947,horse,0.0149
6948,bird,0.0178
6949,cat,0.0159
6950,deer,0.016
6951,deer,0.016
6952,ship,0.0151
6953,horse,0.0159
6954,truck,0.0144
6955,horse,0.0169
6956,bird,0.0171
6957,truck,0.0156
6958,horse,0.0171
6959,horse,0.0163
6960,car,0.0163
6961,plane,0.0154
6962,frog,0.0157
6963,bird,0.015
6964,dog,0.016
6965,ship,0.0156
6966,horse,0.0151
6967,horse,0.0153
6968,ship,0.0174
6969,dog,0.0161
6970,ship,0.0181
6971,car,0.0164
6972,cat,0.017
6973,frog,0.016
6974,cat,0.0174
6975,deer,0.0147
6976,frog,0.0167
6977,frog,0.0177
6978,bird,0.0156
6979,truck,0.0162
6980,dog,0.0174
6981,frog,0.0173
6982,horse,0.0186
6983,bird,0.0167
6984,frog,0.0175
6985,dog,0.0159
6986,deer,0.0185
6987,frog,0.0159
6988,plane,0.0162
6989,deer,0.016
6990,dog,0.0178
6991,bird,0.0148
6992,plane,0.0159
6993,bird,0.0157
6994,deer,0.0158
6995,deer,0.0152
6996,frog,0.0154
6997,bird,0.0157
6998,frog,0.0162
6999,plane,0.0175
7000,truck,0.0159
7001,frog,0.017
7002,cat,0.0178
7003,truck,0.016
7004,ship,0.0162
7005,car,0.0155
7006,deer,0.0158
7007,bird,0.0168
7008,plane,0.0151
7009,bird,0.0149
7010,plane,0.0157
7011,deer,0.0157
7012,deer,0.0153
7013,frog,0.0168
7014,plane,0.0155
7015,ship,0.0173
7016,horse,0.0168
7017,bird,0.0156
7018,deer,0.0171
7019,frog,0.0154
7020,cat,0.0173
7021,cat,0.0166
7022,cat,0.0176
7023,bird,0.0174
7024,deer,0.0154
7025,bird,0.0161
7026,dog,0.0158
7027,cat,0.0154
7028,cat,0.0168
7029,car,0.0156
7030,plane,0.015
7031,plane,0.0158
7032,deer,0.0153
7033,bird,0.016
7034,deer,0.0167
7035,dog,0.0166
7036,frog,0.0175
7037,car,0.0157
7038,dog,0.0157
7039,horse,0.0171
7040,dog,0.0162
7041,dog,0.0156
7042,plane,0.0166
7043,deer,0.016
7044,ship,0.0154
7045,bird,0.0148
7046,plane,0.0174
7047,horse,0.0151
7048,deer,0.0152
7049,cat,0.0169
7050,horse,0.0166
7051,horse,0.0152
7052,ship,0.0154
7053,bird,0.0163
7054,frog,0.0179
7055,bird,0.0159
7056,horse,0.0158
7057,frog,0.0169
7058,plane,0.0146
7059,dog,0.0162
7060,ship,0.0157
7061,ship,0.0078
7062,ship,0.0079
7063,ship,0.0086
7064,ship,0.0081
7065,ship,0.0077
7066,ship,0.0088
7067,ship,0.0081
7068,ship,0.0096
7069,ship,0.0087
7070,ship,0.0101
7071,ship,0.0106
7072,ship,0.0095
7073,ship,0.0104
7074,ship,0.0096
7075,ship,0.0091
7076,ship,0.0107
7077,ship,0.0081
7078,ship,0.0082
7079,ship,0.0082
7080,ship,0.0089
7081,ship,0.0079
7082,ship,0.0085
7083,ship,0.0081
7084,ship,0.0097
7085,ship,0.0085
7086,ship,0.009
7087,ship,0.0093
7088,ship,0.0102
7089,ship,0.008
7090,ship,0.0088
7091,ship,0.0084
7092,ship,0.0098
7093,ship,0.0078
7094,ship,0.009
7095,ship,0.008
7096,ship,0.0082
7097,ship,0.0086
7098,ship,0.0095
7099,ship,0.0082
7100,ship,0.0084
7101,ship,0.0098
7102,ship,0.009
7103,ship,0.0086
7104,ship,0.0096
7105,ship,0.0084
7106,ship,0.0099
7107,ship,0.0083
7108,ship,0.0085
7109,ship,0.0096
7110,ship,0.0084
7111,ship,0.0094
7112,ship,0.0086
7113,ship,0.0079
7114,ship,0.0085
7115,ship,0.0083
7116,ship,0.0082
7117,ship,0.0079
7118,ship,0.0095
7119,ship,0.0083
7120,ship,0.0089
7121,ship,0.0084
7122,ship,0.0085
7123,ship,0.0097
7124,ship,0.0081
7125,ship,0.0082
7126,ship,0.0082
7127,ship,0.0081
7128,ship,0.008
7129,ship,0.009
7130,ship,0.0081
7131,ship,0.0085
7132,ship,0.009
7133,ship,0.0098
7134,ship,0.0097
7135,ship,0.0079
7136,ship,0.0097
7137,ship,0.0087
7138,ship,0.0078
7139,ship,0.0094
7140,ship,0.0086
7141,ship,0.0093
7142,ship,0.0094
7143,ship,0.0084
7144,ship,0.0099
7145,ship,0.0098
7146,ship,0.0093
7147,ship,0.0087
7148,ship,0.0082
7149,ship,0.0093
7150,ship,0.008
7151,ship,0.0082
7152,ship,0.0079
7153,ship,0.0083
7154,ship,0.008
7155,ship,0.009
7156,ship,0.0084
7157,ship,0.0095
7158,ship,0.0083
7159,ship,0.0085
7160,ship,0.0093
7161,ship,0.0088
7162,ship,0.0087
7163,ship,0.0095
7164,ship,0.0096
7165,ship,0.0081
7166,ship,0.0081
7167,ship,0.0083
7168,ship,0.0081
7169,ship,0.0082
7170,ship,0.0079
7171,ship,0.0078
7172,ship,0.0077
7173,ship,0.0087
7174,ship,0.0098
7175,ship,0.0093
7176,ship,0.008
7177,ship,0.0096
7178,ship,0.0079
7179,ship,0.0094
7180,ship,0.0094
7181,ship,0.0077
7182,ship,0.0079
7183,ship,0.0079
7184,ship,0.008
7185,ship,0.0095
7186,ship,0.0089
7187,ship,0.0084
7188,ship,0.0091
7189,ship,0.008
7190,ship,0.008
7191,ship,0.0077
7192,ship,0.0084
7193,ship,0.0081
7194,ship,0.0093
7195,ship,0.0082
7196,ship,0.0079
7197,ship,0.0082
7198,ship,0.0079
7199,ship,0.008
7200,ship,0.0093
7201,ship,0.0081
7202,ship,0.0095
7203,ship,0.008
7204,ship,0.0081
7205,ship,0.0095
7206,ship,0.0097
7207,ship,0.0093
7208,ship,0.008
7209,ship,0.0081
7210,ship,0.0098
7211,ship,0.0081
7212,ship,0.0087
7213,ship,0.0088
7214,ship,0.0086
7215,ship,0.0102
7216,ship,0.0094
7217,ship,0.0085
7218,ship,0.0096
7219,ship,0.0092
7220,ship,0.0092
7221,ship,0.0102
7222,ship,0.0082
7223,ship,0.0082
7224,ship,0.0094
7225,ship,0.0084
7226,ship,0.0093
7227,ship,0.0079
7228,ship,0.0092
7229,ship,0.0093
7230,ship,0.0084
7231,ship,0.0095
7232,ship,0.0081
7233,ship,0.0085
7234,ship,0.0083
7235,ship,0.0082
7236,ship,0.0107
7237,ship,0.0096
7238,ship,0.0081
7239,ship,0.0086
7240,ship,0.01
7241,ship,0.0082
7242,ship,0.0086
7243,ship,0.0082
7244,ship,0.0085
7245,ship,0.0083
7246,ship,0.0083
7247,ship,0.0093
7248,ship,0.0085
7249,ship,0.0086
7250,ship,0.0081
7251,ship,0.0085
7252,ship,0.0088
7253,ship,0.0084
7254,ship,0.0097
7255,ship,0.0097
7256,ship,0.0101
7257,ship,0.0084
7258,ship,0.008
7259,ship,0.0094
7260,ship,0.0097
7261,ship,0.0086
7262,ship,0.0084
7263,ship,0.008
7264,ship,0.0079
7265,ship,0.0079
7266,ship,0.0096
7267,ship,0.008
7268,ship,0.0094
7269,ship,0.0077
7270,ship,0.0098
7271,ship,0.0078
7272,ship,0.0086
7273,ship,0.008
7274,ship,0.0079
7275,ship,0.008
7276,ship,0.0083
7277,ship,0.0098
7278,ship,0.0086
7279,ship,0.0103
7280,ship,0.009
7281,ship,0.009
7282,ship,0.0097
7283,ship,0.0091
7284,ship,0.0077
7285,ship,0.008
7286,ship,0.0098
7287,ship,0.0095
7288,ship,0.0095
7289,ship,0.0079
7290,ship,0.0083
7291,ship,0.0081
7292,ship,0.0084
7293,ship,0.0079
7294,ship,0.0081
7295,ship,0.0081
7296,ship,0.0093
7297,ship,0.0095
7298,ship,0.0079
7299,ship,0.0086
7300,ship,0.0101
7301,ship,0.0084
7302,ship,0.0079
7303,ship,0.0079
7304,ship,0.0095
7305,ship,0.0078
7306,ship,0.0096
7307,ship,0.0093
7308,ship,0.0079
7309,ship,0.0083
7310,ship,0.0081
7311,ship,0.0082
7312,ship,0.0095
7313,ship,0.0085
7314,ship,0.0092
7315,ship,0.0082
7316,ship,0.0081
7317,ship,0.0084
7318,ship,0.0084
7319,ship,0.0095
7320,ship,0.0082
7321,ship,0.0083
7322,ship,0.0078
7323,ship,0.009
7324,ship,0.0079
7325,ship,0.0083
7326,ship,0.0083
7327,ship,0.008
7328,ship,0.0079
7329,ship,0.0095
7330,ship,0.0081
7331,ship,0.0081
7332,ship,0.0078
7333,ship,0.0078
7334,ship,0.0089
7335,ship,0.0096
7336,ship,0.0081
7337,ship,0.008
7338,ship,0.008
7339,ship,0.008
7340,ship,0.0096
7341,ship,0.0078
7342,ship,0.0097
7343,ship,0.0083
7344,ship,0.0082
7345,ship,0.0076
7346,ship,0.0087
7347,ship,0.0091
7348,ship,0.0086
7349,ship,0.0096
7350,ship,0.0082
7351,ship,0.0085
7352,ship,0.0082
7353,ship,0.0079
7354,ship,0.0079
7355,ship,0.0083
7356,ship,0.008
7357,ship,0.0077
7358,ship,0.0077
7359,ship,0.0083
7360,ship,0.0081
7361,ship,0.008
7362,ship,0.0079
7363,ship,0.008
7364,ship,0.0081
7365,ship,0.0095
7366,ship,0.0079
7367,ship,0.0094
7368,ship,0.0093
7369,ship,0.0084
7370,ship,0.0081
7371,ship,0.0082
7372,ship,0.0085
7373,ship,0.0078
7374,ship,0.0083
7375,ship,0.0099
7376,ship,0.0082
7377,ship,0.0079
7378,ship,0.0081
7379,ship,0.0079
7380,ship,0.0081
7381,ship,0.0084
7382,ship,0.0079
7383,ship,0.0086
7384,ship,0.0081
7385,ship,0.0078
7386,ship,0.0085
7387,ship,0.0094
7388,ship,0.0085
7389,ship,0.0089
7390,ship,0.0087
7391,ship,0.0083
7392,ship,0.0094
7393,ship,0.0085
7394,ship,0.0094
7395,ship,0.0081
7396,ship,0.0079
7397,ship,0.0087
7398,ship,0.01
7399,ship,0.0083
7400,ship,0.0085
7401,ship,0.0095
7402,ship,0.0079
7403,ship,0.0085
7404,ship,0.0083
7405,ship,0.0082
7406,ship,0.0089
7407,ship,0.0098
7408,ship,0.0098
7409,ship,0.0097
7410,ship,0.0082
7411,ship,0.0096
7412,ship,0.0086
7413,ship,0.0082
7414,ship,0.0087
7415,ship,0.0096
7416,ship,0.008
7417,ship,0.0087
7418,ship,0.0103
7419,ship,0.0078
7420,ship,0.0078
7421,ship,0.0096
7422,ship,0.0085
7423,ship,0.0083
7424,ship,0.0082
7425,ship,0.0079
7426,ship,0.0091
7427,ship,0.0083
7428,ship,0.0085
7429,ship,0.008
7430,ship,0.0078
7431,ship,0.0098
7432,ship,0.0098
7433,ship,0.0093
7434,ship,0.0084
7435,ship,0.0093
7436,ship,0.0083
7437,ship,0.0079
7438,ship,0.0087
7439,ship,0.0095
7440,ship,0.008
7441,ship,0.0081
7442,ship,0.0079
7443,ship,0.0095
7444,ship,0.0096
7445,ship,0.0095
7446,frog,0.0125
7447,plane,0.012
7448,dog,0.0123
7449,frog,0.013
7450,plane,0.0124
7451,deer,0.0125
7452,car,0.0141
7453,horse,0.0142
7454,plane,0.0153
7455,frog,0.0153
7456,frog,0.0143
7457,car,0.0157
7458,frog,0.0146
7459,frog,0.0135
7460,frog,0.0152
7461,car,0.0148
7462,frog,0.0135
7463,plane,0.0143
7464,frog,0.0151
7465,frog,0.0156
7466,plane,0.0141
7467,ship,0.0143
7468,frog,0.0144
7469,plane,0.0143
7470,frog,0.0153
7471,deer,0.0145
7472,dog,0.0127
7473,horse,0.0135
7474,frog,0.0148
7475,frog,0.015
7476,plane,0.0126
7477,horse,0.015
7478,frog,0.015
7479,horse,0.0134
7480,car,0.0152
7481,truck,0.0131
7482,frog,0.0135
7483,truck,0.0129
7484,car,0.0146
7485,horse,0.0135
7486,car,0.0133
7487,frog,0.0151
7488,frog,0.0135
7489,car,0.0148
7490,frog,0.0144
7491,car,0.0127
7492,frog,0.0135
7493,plane,0.0143
7494,frog,0.0141
7495,car,0.0137
7496,plane,0.0152
7497,truck,0.0137
7498,ship,0.0157
7499,frog,0.0139
7500,plane,0.0137
7501,frog,0.0151
7502,dog,0.0156
7503,frog,0.0149
7504,truck,0.0129
7505,plane,0.0146
7506,car,0.0141
7507,car,0.0128
7508,plane,0.0136
7509,car,0.0156
7510,car,0.0127
7511,plane,0.0148
7512,frog,0.0132
7513,car,0.0126
7514,frog,0.0151
7515,car,0.013
7516,frog,0.0138
7517,horse,0.0156
7518,plane,0.0155
7519,truck,0.0132
7520,frog,0.0125
7521,car,0.0141
7522,frog,0.0144
7523,car,0.013
7524,frog,0.0157
7525,plane,0.0127
7526,car,0.0151
7527,horse,0.0139
7528,car,0.0133
7529,plane,0.0122
7530,ship,0.0138
7531,plane,0.0149
7532,plane,0.0149
7533,frog,0.0125
7534,frog,0.0142
7535,car,0.0128
7536,horse,0.0135
7537,deer,0.0132
7538,frog,0.0129
7539,frog,0.0145
7540,frog,0.0131
7541,frog,0.0148
7542,truck,0.0128
7543,plane,0.0123
7544,horse,0.0147
7545,dog,0.0144
7546,frog,0.0126
7547,frog,0.0127
7548,frog,0.013
7549,ship,0.013
7550,frog,0.0132
7551,deer,0.0152
7552,frog,0.0135
7553,plane,0.0132
7554,truck,0.0134
7555,plane,0.0129
7556,truck,0.0145
7557,plane,0.0124
7558,car,0.0126
7559,horse,0.0143
7560,frog,0.0132
7561,plane,0.0137
7562,frog,0.0128
7563,ship,0.0144
7564,plane,0.0136
7565,frog,0.0134
7566,car,0.0134
7567,ship,0.015
7568,car,0.0138
7569,plane,0.0129
7570,car,0.0138
7571,car,0.0127
7572,car,0.0144
7573,plane,0.0134
7574,plane,0.0127
7575,horse,0.0146
7576,deer,0.0134
7577,bird,0.0147
7578,deer,0.0128
7579,car,0.014
7580,frog,0.0122
7581,plane,0.0126
7582,ship,0.0129
7583,horse,0.0127
7584,car,0.0124
7585,frog,0.0131
7586,frog,0.0142
7587,plane,0.0134
7588,frog,0.014
7589,frog,0.0131
7590,plane,0.0121
7591,frog,0.0121
7592,ship,0.0131
7593,frog,0.0148
7594,ship,0.0137
7595,frog,0.0137
7596,plane,0.0131
7597,ship,0.0131
7598,horse,0.0132
7599,frog,0.0134
7600,frog,0.014
7601,horse,0.0125
7602,dog,0.013
7603,plane,0.0126
7604,plane,0.0124
7605,horse,0.0134
7606,frog,0.0145
7607,dog,0.0124
7608,dog,0.0122
7609,frog,0.0122
7610,plane,0.0124
7611,frog,0.0139
7612,truck,0.0137
7613,dog,0.0125
7614,frog,0.0142
7615,car,0.014
7616,plane,0.0126
7617,plane,0.0129
7618,deer,0.0144
7619,frog,0.0125
7620,plane,0.0123
7621,car,0.0133
7622,frog,0.0123
7623,car,0.014
7624,deer,0.0144
7625,car,0.0124
7626,frog,0.0123
7627,car,0.0127
7628,bird,0.0132
7629,horse,0.0141
7630,frog,0.0127
7631,frog,0.0135
7632,plane,0.0128
7633,horse,0.0129
7634,horse,0.0129
7635,plane,0.0131
7636,frog,0.0141
7637,truck,0.0125
7638,truck,0.0145
7639,dog,0.0124
7640,car,0.0131
7641,plane,0.0126
7642,car,0.0135
7643,frog,0.0143
7644,frog,0.0132
7645,frog,0.0145
7646,dog,0.0152
7647,frog,0.0139
7648,ship,0.0143
7649,frog,0.0149
7650,frog,0.0148
7651,frog,0.0144
7652,car,0.0147
7653,truck,0.0138
7654,ship,0.0135
7655,frog,0.0148
7656,cat,0.0141
7657,plane,0.0137
7658,horse,0.0136
7659,car,0.0132
7660,dog,0.0131
7661,truck,0.0135
7662,dog,0.0135
7663,truck,0.0145
7664,ship,0.012
7665,frog,0.0122
7666,frog,0.0126
7667,frog,0.013
7668,frog,0.0142
7669,frog,0.0134
7670,frog,0.0129
7671,ship,0.0126
7672,frog,0.0133
7673,plane,0.0132
7674,frog,0.0144
7675,plane,0.0127
7676,horse,0.0132
7677,frog,0.014
7678,car,0.0152
7679,ship,0.0127
7680,ship,0.015
7681,truck,0.0151
7682,dog,0.0126
7683,plane,0.0132
7684,truck,0.0137
7685,plane,0.0125
7686,plane,0.0134
7687,dog,0.0124
7688,dog,0.0148
7689,truck,0.0128
7690,frog,0.0135
7691,truck,0.0129
7692,car,0.0146
7693,plane,0.0137
7694,car,0.0138
7695,plane,0.0129
7696,frog,0.0142
7697,frog,0.0135
7698,truck,0.0135
7699,frog,0.0132
7700,truck,0.0135
7701,frog,0.0136
7702,deer,0.0135
7703,plane,0.0148
7704,frog,0.0126
7705,plane,0.0129
7706,horse,0.0124
7707,plane,0.014
7708,car,0.0127
7709,car,0.0134
7710,frog,0.0146
7711,frog,0.0123
7712,horse,0.0151
7713,horse,0.0125
7714,plane,0.0136
7715,car,0.0123
7716,plane,0.0145
7717,frog,0.0129
7718,horse,0.0126
7719,plane,0.0129
7720,car,0.0124
7721,frog,0.0122
7722,plane,0.0127
7723,car,0.0129
7724,frog,0.0134
7725,truck,0.0128
7726,frog,0.0145
7727,frog,0.0122
7728,horse,0.0145
7729,frog,0.0128
7730,frog,0.0137
7731,car,0.0125
7732,plane,0.0137
7733,plane,0.0128
7734,frog,0.0126
7735,frog,0.0147
7736,car,0.0127
7737,car,0.0125
7738,ship,0.0129
7739,car,0.0132
7740,car,0.0125
7741,frog,0.0133
7742,deer,0.0135
7743,frog,0.0131
7744,frog,0.0129
7745,frog,0.013
7746,horse,0.0122
7747,frog,0.0138
7748,horse,0.013
7749,frog,0.0131
7750,frog,0.0135
7751,frog,0.0133
7752,plane,0.0127
7753,frog,0.0148
7754,frog,0.0148
7755,car,0.0125
7756,plane,0.0125
7757,truck,0.0125
7758,plane,0.0126
7759,frog,0.0136
7760,frog,0.0144
7761,frog,0.0128
7762,dog,0.0128
7763,deer,0.0146
7764,frog,0.0123
7765,frog,0.0149
7766,car,0.0127
7767,horse,0.0131
7768,car,0.0127
7769,plane,0.0142
7770,truck,0.0129
7771,dog,0.0127
7772,frog,0.0129
7773,frog,0.012
7774,dog,0.013
7775,plane,0.0146
7776,truck,0.0129
7777,plane,0.0145
7778,truck,0.0142
7779,plane,0.0138
7780,frog,0.0133
7781,frog,0.0129
7782,frog,0.0128
7783,ship,0.0142
7784,plane,0.0141
7785,truck,0.013
7786,deer,0.0146
7787,horse,0.0126
7788,car,0.0141
7789,plane,0.0129
7790,truck,0.014
7791,frog,0.014
7792,ship,0.0125
7793,horse,0.0136
7794,plane,0.0129
7795,dog,0.0127
7796,truck,0.0135
7797,frog,0.0142
7798,horse,0.0142
7799,frog,0.0122
7800,plane,0.0125
7801,dog,0.0135
7802,plane,0.0128
7803,dog,0.0133
7804,frog,0.0134
7805,horse,0.0126
7806,plane,0.0137
7807,horse,0.0123
7808,car,0.0139
7809,frog,0.0149
7810,car,0.0124
7811,plane,0.0125
7812,horse,0.0124
7813,horse,0.0147
7814,car,0.0152
7815,frog,0.015
7816,plane,0.0135
7817,frog,0.0135
7818,car,0.0123
7819,frog,0.0123
7820,ship,0.0122
7821,car,0.0135
7822,ship,0.0127
7823,car,0.0122
7824,horse,0.0133
7825,truck,0.0126
7826,dog,0.0132
